,tokens,ner_tags,langs,spans
2542,"['Президент', 'Вудро', 'Вильсон', 'аның', 'хөрмәтенә', 'игълан', 'итәргә', 'һәм', 'бөтен', 'илдә', 'байракларны', 'төшерергә', 'боерык', 'бирә', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Вудро Вильсон']
2543,"['Пермь', 'крае', ',', 'Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Пермь крае', 'LOC: Коми Республикасы']"
2544,"['Октябрьның', 'беренче', 'җомгасы', '–', 'Бөтендөнья', 'елмаю', 'көне']","[0, 0, 0, 0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Бөтендөнья елмаю көне']
2545,"['Симон', 'Петер', 'Паллас']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Симон Петер Паллас']
2546,"['ЮНӘЛТҮ', 'Җиңү', 'проспекты', '(', 'метро', 'станциясе', ')']","[0, 3, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Җиңү проспекты ( метро станциясе )']
2547,"['Футбол', 'милли', 'лигасы', 'беренчелегендә', 'уйный', '.']","[3, 4, 4, 4, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Футбол милли лигасы беренчелегендә']
2548,"[""'"", ""''"", 'Каһарман', ""''"", ""'"", '—', 'Башкортстанның', 'Белорет', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Белорет районында']"
2549,"['Архангельск', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Архангельск өлкәсе']
2550,"['Елганың', 'тамагы', 'Кара', 'диңгез', 'урнашкан', '.']","[0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Кара диңгез']
2551,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
2552,"[""''Хлестаков"", ""''"", '—', '«Ревизор»', 'Н.', 'Гоголь']","[0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Н. Гоголь']
2553,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
2554,"['Сталин', 'бункеры»', 'төзелеше', 'өчен', '«башы', 'белән»', 'җавап', 'бирә', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Сталин']
2555,"['526', 'ел', '(', 'б.', 'э.', 'к', '.', ')']","[3, 4, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: 526 ел ( б. э. к . )']
2556,"[""'"", ""''"", 'Челва', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2557,"['ЮНӘЛТҮ', 'А.Н.', 'Туполев', 'исемендәге', 'Казан', 'илкүләм', 'тикшеренү', 'техник', 'университеты']","[0, 3, 4, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: А.Н. Туполев исемендәге Казан илкүләм тикшеренү техник университеты']
2558,"['Бөек', 'Кытай', 'дивары']","[3, 4, 4]","['tt', 'tt', 'tt']",['ORG: Бөек Кытай дивары']
2559,"['Казан', 'техник', 'университетының', 'филиалы', '``', 'Восток', ""''"", 'ВТУЗы']","[3, 4, 4, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Казан техник университетының']
2560,"['Ромео', 'һәм', 'Дулетта', 'В.Шекспир', ""''""]","[0, 0, 0, 1, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: В.Шекспир']
2561,"['ЮНӘЛТҮ', 'Горки', '(', 'метро', 'станциясе', ')']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Горки ( метро станциясе )']
2562,"['yünältü', 'Көньяк', 'Африка', 'Җөмһүрияте']","[0, 5, 6, 6]","['tt', 'tt', 'tt', 'tt']",['LOC: Көньяк Африка Җөмһүрияте']
2563,"['ЮНӘЛТҮ', 'Yohannes', 'Diderik', 'Van', 'der', 'Waals']","[0, 1, 2, 2, 2, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Yohannes Diderik Van der Waals']
2564,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
2565,"[""'"", ""''"", 'Чалымкасы', ""''"", ""'"", '(', ',', ')', '—', 'Чуашстанның', 'Чабаксар', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Чуашстанның', 'LOC: Чабаксар районында']"
2566,"['Төньяк', 'Осетия', 'биләмәләрендә', 'ага', '.']","[3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Төньяк Осетия']
2567,"['Вологда', 'өлкәсе', ',', 'Киров', 'өлкәсе', ',', 'Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Вологда өлкәсе', 'LOC: Киров өлкәсе', 'LOC: Коми Республикасы']"
2568,"['Морза', 'килеп', 'керә', 'һәм', 'Алтын', 'Урда', 'казнасыннан', 'алган', 'алтынны', 'Аксак', 'Тимергә', 'бүләк', 'итә', '.']","[0, 0, 0, 0, 3, 4, 0, 0, 0, 1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Алтын Урда', 'PER: Аксак Тимергә']"
2569,"['ЮНӘЛТҮ', 'Yuventus', 'futbol', 'taqımı']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Yuventus futbol taqımı']
2570,"[""'"", ""''"", 'Росляки', ""''"", ""'"", '(', ')', '—', 'Киров', 'өлкәсенең', 'Свеча', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсенең', 'LOC: Свеча районында']"
2571,"['Кулга', 'алынганчы', 'яшәгән', 'урыны', '—', 'Әстерхан', 'өлкәсенең', 'Хәрәбәле', 'районы', 'Лапас', 'авылы', '.']","[0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Әстерхан өлкәсенең', 'LOC: Хәрәбәле районы']"
2572,"[""'"", ""''"", 'Эдома', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2573,"['ЮНӘЛТҮ', 'Äfğänstan', 'suğışı', '(', '1979-1989', ')']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Äfğänstan suğışı ( 1979-1989 )']
2574,"['Африка', 'ак', 'янтыклы', 'комае', '(', ""''Gyps"", 'africanus', ""''"", ')']","[5, 6, 6, 6, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Африка ак янтыклы комае']
2575,"['Шулай', 'ук', 'корылтай', 'да', 'булган', '.']","[0, 0, 3, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: корылтай']
2576,"['Советлар', 'Берлеге', 'коммунистик', 'фиркасе']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Советлар Берлеге коммунистик фиркасе']
2577,"['Бөтендөнья', 'сәламәтлек', 'оешмасы']","[3, 4, 4]","['tt', 'tt', 'tt']",['ORG: Бөтендөнья сәламәтлек оешмасы']
2578,"[""'"", ""''"", 'Мәмбәткол', ""''"", ""'"", '—', 'Башкортстанның', 'Куергазы', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Куергазы районында']"
2579,"['Калинин', 'фронты', '(', 'Иван', 'Степан', 'улы', 'Конев', ')', '.']","[5, 6, 0, 1, 2, 2, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Калинин фронты', 'PER: Иван Степан улы Конев']"
2580,"['Бу', 'сүз', 'белән', 'Магеллан', 'экспедициясендәгеләр', 'бу', 'җирләрдә', 'туып', 'үскән', 'озын', 'буйлы', 'халыкны', 'атап', 'йөрткәннәр', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Магеллан']
2581,"['Елга', 'Тром-Юган', 'елгасының', 'уң', 'ярына', 'тамагыннан', '182', 'км', 'өстәрәк', 'кушыла', '.']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Тром-Юган']
2582,"['Неймар', '(', '1', 'пен', '.', ')']","[1, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Неймар']
2583,"[""'"", ""''"", 'Зур', 'Лукша', '(', 'Лукша', ')', ""'"", ""''"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2584,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
2585,"['Шагыйрь', 'ташка', 'утырган', ',', 'пальтодан', ',', 'муенына', 'озын', 'шарф', 'ураган', ',', 'башын', 'бераз', 'сулга', 'борган', 'итеп', 'сурәтләнгән', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Шагыйрь']
2586,"['юнәлтү', 'Ярослав', 'Владимир', 'улы', 'Зирәк']","[0, 1, 2, 2, 2]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Ярослав Владимир улы Зирәк']
2587,"['Омск', 'өлкәсе', ',', 'Новосибирск', 'өлкәсе', ',', 'Төмән', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Омск өлкәсе', 'LOC: Новосибирск өлкәсе', 'LOC: Төмән өлкәсе']"
2588,"['Ләкин', 'патшабикә', 'әмере', 'белән', 'әлеге', 'эш', 'туктатыла', '.']","[0, 1, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: патшабикә']
2589,"['Йөрәктә', 'чит', 'җисемнең', 'эшләве', ',', 'аның', 'акустик', 'күренешләр', 'белән', 'бергә', 'баруы', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Йөрәктә']
2590,"['Калинин', 'фронты', '(', 'Иван', 'Степан', 'улы', 'Конев', ')', '.']","[5, 6, 0, 1, 2, 2, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Калинин фронты', 'PER: Иван Степан улы Конев']"
2591,"['Гарәп', 'теле', 'нечкәлекләрен', 'һәм', 'аның', 'төрле', 'сөйләмнәрен', 'өйрәнүгә', 'игътибар', 'бирә', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Гарәп теле']
2592,"['Әзериләр', '—', '18', 'тыс', '.']","[3, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Әзериләр']
2593,"['ЮНӘЛТҮ', 'Вилһелм', 'Конрад', 'Рөнтген']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Вилһелм Конрад Рөнтген']
2594,"[""'"", ""''"", 'Сараевка', ""'"", ""''"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2595,"['ЮНӘЛТҮ', 'Yan', 'Netsislav', 'Boduen', 'de', 'Kurtene']","[0, 1, 2, 2, 2, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Yan Netsislav Boduen de Kurtene']
2596,"['Утраулар', 'Антарктика', 'турында', 'килешүнең', 'зонасына', 'керсә', 'дә', ',', 'Яңа', 'Зеландия', 'утрауларга', 'үз', 'дәгъвасын', 'белдерә', '.']","[0, 3, 4, 4, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Антарктика турында килешүнең', 'LOC: Яңа Зеландия']"
2597,"[""'"", ""''"", 'Зур', 'Долгое', ""''"", ""'"", '(', ')', '—', 'Киров', 'өлкәсенең', 'Юрья', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсенең', 'LOC: Юрья районында']"
2598,"[""''Отелло"", ',', 'Яго', ""''"", '—', '«Отелло»', 'Уильям', 'Шекспир']","[0, 0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Уильям Шекспир']
2599,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
2600,"[""'"", ""''"", 'Федоскино', ""''"", ""'"", '(', ',', ')', '—', 'Мари', 'Илнең', 'Медведево', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Мари Илнең', 'LOC: Медведево районында']"
2601,"['ЮНӘЛТҮ', 'Empayr', 'Steyt', 'Bilding']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Empayr Steyt Bilding']
2602,"['Mäskäwneñ', 'buysındıruı', '(', '1382', ')']","[3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Mäskäwneñ buysındıruı ( 1382 )']
2603,"['Краснознаменск', '(', 'Калининград', 'өлкәсе', ')']","[5, 6, 6, 6, 6]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Краснознаменск ( Калининград өлкәсе )']
2604,"['Калинин', 'фронты', '(', 'Иван', 'Степан', 'улы', 'Конев', ')', '.']","[5, 6, 0, 1, 2, 2, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Калинин фронты', 'PER: Иван Степан улы Конев']"
2605,"[""'"", ""''"", 'Ожегино', ""''"", ""'"", '(', ')', '—', 'Киров', 'өлкәсенең', 'Афанасьево', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсенең', 'LOC: Афанасьево районында']"
2606,"['«Кызыл', 'таң»', 'газетасы']","[3, 4, 4]","['tt', 'tt', 'tt']",['ORG: «Кызыл таң» газетасы']
2607,"[""'"", ""''"", 'Дога', ""''"", ""'"", '(', 'гарәп', '.']","[0, 0, 0, 0, 0, 0, 3, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: гарәп']
2608,"[""'"", ""''"", 'Франц', 'Һалдер', '.', ""''"", ""'""]","[0, 0, 1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Франц Һалдер']
2609,"[""'"", ""''"", 'Франц', 'Һалдер', '.', ""''"", ""'""]","[0, 0, 1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Франц Һалдер']
2610,"['==', 'Монгол', 'империясе', 'һәм', 'Алтын', 'Урда', 'чоры', '==']","[0, 3, 4, 0, 3, 4, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Монгол империясе', 'ORG: Алтын Урда']"
2611,"['ЮНӘЛТҮ', 'Карл', 'Яльмар', 'Брантинг']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Карл Яльмар Брантинг']
2612,"['Рөстәм', 'Тимергалиев', ',', 'сәясәтче']","[1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt']",['PER: Рөстәм Тимергалиев']
2613,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
2614,"['*20px', 'Бөтендөнья', 'метеорология', 'оешмасы', '(', 'WMO', ')']","[0, 3, 4, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Бөтендөнья метеорология оешмасы']
2615,"[""'"", ""''"", 'Тар-Я', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2616,"['Архангельск', 'өлкәсе', ',', 'Вологда', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Архангельск өлкәсе', 'LOC: Вологда өлкәсе']"
2617,"['ЮНӘЛТҮ', 'Кыйтга', 'хоккей', 'лигасы']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Кыйтга хоккей лигасы']
2618,"['Җәмәгатьчелек', 'басымы', 'белән', ',', 'Александр', 'I', ',', 'М.Б', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Александр I']
2619,"['Ике', 'мәртәбә', 'ССРБ', 'Югары', 'Шурасына', 'депутат', 'итеп', 'сайлана', '.']","[0, 0, 3, 4, 4, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: ССРБ Югары Шурасына']
2620,"[""'"", ""''"", 'Пальник-Шор', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
2621,"['8-нче', 'армия', '(', 'ССРБ', ')']","[3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: 8-нче армия ( ССРБ )']
